,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,campaign_site
2741,H0UT04043,"COLEMAN, KIM",REP,UT,4,House,Utah,Republican,https://www.kimforutah.com/
2742,H0UT04050,"HEMMERT, DAN",REP,UT,4,House,Utah,Republican,https://www.electhemmert.com/
2743,H0UT04068,"BIESINGER, CHRIS",REP,UT,4,House,Utah,Republican,http://chrisbiesinger.com/
2744,H0UT04076,"OWENS, BURGESS",REP,UT,4,House,Utah,Republican,https://www.burgess4utah.com/
2745,H0UT04092,"CHRISTENSEN, TRENT MR.",REP,UT,4,House,Utah,Republican,https://www.citizentrent2020.com/
2746,H0UT04027,"BRODERICK, JONIA MARIE",OTH,UT,4,House,Utah,Other,https://www.teamjonia.com/
2748,H0VA01235,"RASHID, QASIM",DEM,VA,1,House,Virginia,Democrat,https://rashidforva.com/
2749,H8VA01253,"SANTANA, EDWIN JR",DEM,VA,1,House,Virginia,Democrat,https://santanaforcongress.com
2750,H8VA01303,"WILLIAMS, LAVANGELENE A",DEM,VA,1,House,Virginia,Democrat,https://vangieforcongress.com/
2751,H8VA01147,"WITTMAN, ROBERT J MR.",REP,VA,1,House,Virginia,Republican,http://www.robwittman.com/
2752,H8VA01220,"ENNIS, CRAIG E",UNK,VA,1,House,Virginia,Other,http://www.craigennis.com/
2753,H4VA02029,"ASHE, DAVID BENJAMIN",DEM,VA,2,House,Virginia,Democrat,https://www.brianbenjamin.org
2754,H8VA02111,"LURIA, ELAINE",DEM,VA,2,House,Virginia,Democrat,https://elaineforcongress.com
2755,H0VA02092,"LOYOLA, BENITO BEN JR",REP,VA,2,House,Virginia,Republican,http://www.benloyola.com/
2756,H0VA02118,"TAYLOR, SCOTT W. MR.",REP,VA,2,House,Virginia,Republican,https://www.scotttaylor2020.com/
2758,H0VA02175,"BELL, JAROME",REP,VA,2,House,Virginia,Republican,https://jaromebellforcongress.com/
2759,H6VA02107,"CARDWELL, CHARLES PATTESON IV",REP,VA,2,House,Virginia,Republican,http://wombleforoffice.com/
2760,H6VA01117,"SCOTT, ROBERT C",DEM,VA,3,House,Virginia,Democrat,http://bobbyscottforcongress.com/
2763,H6VA04061,"MCEACHIN, ASTON DONALD",DEM,VA,4,House,Virginia,Democrat,https://donaldmceachin.com/
2764,H0VA04064,"BENJAMIN, LEON MR. SR.",REP,VA,4,House,Virginia,Republican,https://benjamin4congress.com/
2765,H8VA04026,"MCADAMS, RYAN A. MR.",REP,VA,4,House,Virginia,Republican,https://www.ryanmcadamsforcongress.com/
2766,H0VA05137,"DAUGHERTY, KIMBERLY MARIE",DEM,VA,5,House,Virginia,Democrat,https://www.kimdaughertyforvirginia.com/
2767,H0VA05145,"WEBB, BRYANT CAMERON",DEM,VA,5,House,Virginia,Democrat,https://www.drcameronwebb.com
2768,H0VA05152,"LESINSKI, JOHN",DEM,VA,5,House,Virginia,Democrat,https://johnforva.com
2769,H0VA05178,"RUSSO, CLAIRE",DEM,VA,5,House,Virginia,Democrat,https://clairerussoforcongress.com/
2770,H2VA10117,"DOUGLASS, JOHN WADE",DEM,VA,5,House,Virginia,Democrat,https://www.votewillwade.com/
2771,H8VA05114,"HUFFSTETLER, ROGER DEAN RD",DEM,VA,5,House,Virginia,Democrat,https://www.rdforva.com
2772,H8VA05155,"COCKBURN, LESLIE",DEM,VA,5,House,Virginia,Democrat,https://www.lesliecockburnforcongress.com/
2773,H8VA10189,"AYYAS, SHADI",DEM,VA,5,House,Virginia,Democrat,http://www.electdrayyas.com/
2775,H0VA05160,"GOOD, ROBERT",REP,VA,5,House,Virginia,Republican,https://www.bobgoodforcongress.com/
2776,H6VA05142,"GARRETT, THOMAS ALEXANDER MR. JR.",REP,VA,5,House,Virginia,Republican,https://tomgarrettforcongress.com
2777,H8VA05171,"RIGGLEMAN, DENVER LEE MR. III",REP,VA,5,House,Virginia,Republican,https://denverforcongress.com/
2780,H8VA06104,"CLINE, BENJAMIN LEE",REP,VA,6,House,Virginia,Republican,https://bencline.com/
2782,H8VA07094,"SPANBERGER, ABIGAIL",DEM,VA,7,House,Virginia,Democrat,https://abigailspanberger.com
2783,H0VA07109,"RAMIREZ, TINA MARIE MRS.",REP,VA,7,House,Virginia,Republican,https://tinaramirez.com
2784,H0VA07125,"KNAGGS, ANDREW FERRIERES",REP,VA,7,House,Virginia,Republican,https://www.andrewknaggs.com/
2785,H0VA07133,"MCGUIRE, JOHN J. MR. III",REP,VA,7,House,Virginia,Republican,https://mcguire56.com/
2787,H0VA07158,"FREITAS, NICK J",REP,VA,7,House,Virginia,Republican,https://www.nickforva.com/
2789,H4VA07143,"BRAT, DAVID ALAN",REP,VA,7,House,Virginia,Republican,https://davebrat.com/
2790,H8VA07128,"WALTON, JOSEPH BUCKLER",LIB,VA,7,House,Virginia,Libertarian,https://www.joeforvirginia.com/
2792,H4VA08216,"HOPE, PATRICK ALAN",DEM,VA,8,House,Virginia,Democrat,https://www.hopeforvirginia.org/
2793,H4VA08224,"BEYER, DONALD STERNOFF HONORABLE JR.",DEM,VA,8,House,Virginia,Democrat,https://friendsofdonbeyer.com
2795,H0VA08180,"ELLMORE, MARK W",REP,VA,8,House,Virginia,Republican,https://markellmore.com/
2796,H0VA08198,"JORDAN, JEFF",REP,VA,8,House,Virginia,Republican,https://jeffjordanforcongress.com/
2797,H6VA08211,"ELLMORE, MARK W",REP,VA,8,House,Virginia,Republican,https://markellmore.com/
2798,H6VA08229,"WEBB, MICHAEL DAVID",REP,VA,8,House,Virginia,Republican,https://www.majormikewebbforcongress.org/
2799,H8VA08159,"OH, THOMAS",REP,VA,8,House,Virginia,Republican,https://www.letuschangecongress.org
2800,H8VA08167,"WEBB, MAJOR MIKE MR.",REP,VA,8,House,Virginia,Republican,https://www.majormikewebbforcongress.org/
2801,H0VA08172,"KIM, HEERAK CHRISTIAN",NPA,VA,8,House,Virginia,Other,https://heerakforcongress.wixsite.com/virginia8
2803,H0VA09055,"GRIFFITH, H MORGAN",REP,VA,9,House,Virginia,Republican,http://www.morgangriffithforcongress.com/
2806,H8VA10106,"WEXTON, JENNIFER",DEM,VA,10,House,Virginia,Democrat,https://jenniferwexton.com
2809,H0VA10160,"JONES, ROB",REP,VA,10,House,Virginia,Republican,https://robjonesforcongress.com
2810,H0VA10178,"STONE, ELIZABETH",REP,VA,10,House,Virginia,Republican,https://elizabethstone4va.com/
2811,H0VA10186,"ANDREWS, ALISCIA",REP,VA,10,House,Virginia,Republican,http://andrewsforvirginia.com/
2812,H0VA10194,"TRUONG, MATTHEW DO MR",REP,VA,10,House,Virginia,Republican,http://cheshireliberty.com/
2813,H4VA10089,"COMSTOCK, BARBARA",REP,VA,10,House,Virginia,Republican,https://barbaracomstockforcongress.com
2814,H4VA10113,"WASINGER, ROBERT K",REP,VA,10,House,Virginia,Republican,https://web.archive.org/web/2/http://www.robwasinger.com/
2815,H8VA10155,"HILL, SHAK",REP,VA,10,House,Virginia,Republican,https://shakhill.com
2816,H8VA11070,"DOVE, JEFFERY ANTHONY MR. JR.",REP,VA,10,House,Virginia,Republican,https://doveforcongress.com/
2817,H0VA11119,"MOHSINI, ZAINAB",DEM,VA,11,House,Virginia,Democrat,https://www.zainabmohsini.com/
2818,H8VA11062,"CONNOLLY, GERALD EDWARD",DEM,VA,11,House,Virginia,Democrat,https://gerryconnolly.com/
2819,H0VA11077,"HERRITY, PATRICK S",REP,VA,11,House,Virginia,Republican,https://mailchi.mp/patrickpenn/site
2820,H0VA11127,"ANANTATMULA, MANGA MANGA",REP,VA,11,House,Virginia,Republican,https://mangaforcongress.com/
2821,H2VA11164,"GALDO, JOSEPH F",GRE,VA,11,House,Virginia,Green,http://www.joegaldo.com/
2822,H8VA11088,"PORTER, STEVAN MICHAEL MR.",LIB,VA,11,House,Virginia,Libertarian,http://steveknight.org/
2823,H2VI00082,"PLASKETT, STACEY",DEM,VI,0,House,Virgin Islands,Democrat,http://plaskettforcongress.org/
2825,H6VT00160,"WELCH, PETER",DEM,VT,0,House,Vermont,Democrat,https://www.welchforcongress.com/
2827,H0VT01062,"RODRIGUEZ, JIMMY",REP,VT,0,House,Vermont,Republican,https://jimmy4congress.com/
2828,H8VT01065,"TYNIO, NATASHA ANYA",REP,VT,0,House,Vermont,Republican,https://www.berry2020.net
2829,H0WA08046,"DELBENE, SUZAN K",DEM,WA,1,House,Washington,Democrat,https://www.delbeneforcongress.com/
2830,H2WA08141,"GOODMAN, ROGER",DEM,WA,1,House,Washington,Democrat,https://www.rogergoodman.org/
2832,H0WA02080,"LARSEN, RICK",DEM,WA,2,House,Washington,Democrat,https://www.ricklarsen.org/
2833,H0WA02189,"CALL, JASON",DEM,WA,2,House,Washington,Democrat,https://www.callforcongress.com/
2835,H0WA03237,"KHALIL, PETER",DEM,WA,3,House,Washington,Democrat,https://www.khalilforcongress.com/
2837,H8WA03198,"LONG, CAROLYN N.",DEM,WA,3,House,Washington,Democrat,https://electlong.com/
2839,H0WA03187,"HERRERA BEUTLER, JAIME",REP,WA,3,House,Washington,Republican,http://www.votejaime.com/
2841,H4WA04104,"NEWHOUSE, DAN",REP,WA,4,House,Washington,Republican,http://dannewhouse.com/
2842,H0WA05125,"ARMITAGE, CHRISTOPHER",DEM,WA,5,House,Washington,Democrat,https://www.christopherarmitage.com/
2844,H8WA05193,"BROWN, LISA",DEM,WA,5,House,Washington,Democrat,https://lisabrownforcongress.com
2845,H4WA05077,"MCMORRIS RODGERS, CATHY",REP,WA,5,House,Washington,Republican,http://www.cathyforcongress.com/
2846,H0WA06099,"PARSON, REBECCA",DEM,WA,6,House,Washington,Democrat,https://rebeccaforwa.com/
2847,H2WA06129,"KILMER, DEREK",DEM,WA,6,House,Washington,Democrat,https://derekkilmer.com/
2848,H0WA06081,"KREISELMAIER, ELIZABETH",REP,WA,6,House,Washington,Republican,https://cleanupthehouse.com/
2850,H6WA07425,"WALKINSHAW, BRADY PINERO",DEM,WA,7,House,Washington,Democrat,http://bradywalkinshaw.com/
2851,H6WA07458,"JAYAPAL, PRAMILA",DEM,WA,7,House,Washington,Democrat,http://www.pramilaforcongress.com
2852,H4WA07073,"KELLER, CRAIG",REP,WA,7,House,Washington,Republican,https://keller4america.us/
2853,H8WA08163,"RITTEREISER, JASON",DEM,WA,8,House,Washington,Democrat,https://www.jasonrittereiser.com/
2854,H8WA08189,"SCHRIER, KIM DR.",DEM,WA,8,House,Washington,Democrat,https://www.drkimschrier.com/
2857,H0WA08103,"JENSEN, JESSE",REP,WA,8,House,Washington,Republican,https://www.jessejensen2020.com
2860,H6WA09025,"SMITH, D. ADAM",DEM,WA,9,House,Washington,Democrat,http://www.electadamsmith.com/
2861,H4WA09061,"BASLER, DOUGLAS MICHAEL",REP,WA,9,House,Washington,Republican,http://www.dougbasler.com/
2862,H0WA03161,"HECK, DENNIS",DEM,WA,10,House,Washington,Democrat,https://dennyheck.com/
2863,H0WA10018,"COLLINS, JOSHUA",DEM,WA,10,House,Washington,Democrat,https://www.joshua2020.com/
2864,H0WA10034,"STRICKLAND, MARILYN",DEM,WA,10,House,Washington,Democrat,https://www.stricklandforwashington.com/
2865,H0WA10042,"REEVES, KRISTINE",DEM,WA,10,House,Washington,Democrat,https://www.kristinereeves.com/
2866,H0WA10059,"GARDNER, PHIL",DEM,WA,10,House,Washington,Democrat,https://www.philgardner.com/
2867,H0WA10075,"DOGLIO, BETH",DEM,WA,10,House,Washington,Democrat,https://www.bethdoglio.com/
2868,H0WA10026,"TATE, RYAN",REP,WA,10,House,Washington,Republican,http://ryantateforcongress.org/
2869,H0WA10067,"HEWETT, DON",REP,WA,10,House,Washington,Republican,https://www.donhewett.com/
2871,H8WA10037,"SLOTNICK, NANCY DAILEY",REP,WA,10,House,Washington,Republican,https://nancyforus.org/
2872,H8WA10029,"BORRELLI, TAMBORINE",IND,WA,10,House,Washington,Independent,https://www.tamborineborrelliforcongress.com/
2873,H0WI01104,"RANDAZZA-PADE, JOSHUA JERRY",DEM,WI,1,House,Wisconsin,Democrat,https://www.joshpade.com
2874,H0WI01112,"CUNNINGHAM, ANGELA",DEM,WI,1,House,Wisconsin,Democrat,https://www.voteforcunningham.com/
2875,H0WI01120,"POLACK, ROGER",DEM,WI,1,House,Wisconsin,Democrat,https://rogerforwisconsin.com/
2876,H8WI01123,"BRYCE, RANDY",DEM,WI,1,House,Wisconsin,Democrat,https://randybryceforcongress.com/
2877,H8WI01131,"MYERS, CATHY",DEM,WI,1,House,Wisconsin,Democrat,https://cathymyersforcongress.com
2878,H6WI01226,"NEHLEN, PAUL III",REP,WI,1,House,Wisconsin,Republican,https://electnehlen.com
2879,H8WI01149,"POLCE, NICK",REP,WI,1,House,Wisconsin,Republican,https://web.archive.org/web/2/http://picknick2014.com/
2882,H2WI02124,"POCAN, MARK",DEM,WI,2,House,Wisconsin,Democrat,http://www.pocanforcongress.com/
2884,H0WI03100,"BONNER, JUSTIN",DEM,WI,3,House,Wisconsin,Democrat,https://www.justinbonner.com/
2885,H0WI03118,"NEUMANN, MARK",DEM,WI,3,House,Wisconsin,Democrat,http://www.markneumannforcongress.com/
2886,H6WI03099,"KIND, RONALD JAMES",DEM,WI,3,House,Wisconsin,Democrat,https://www.ronkind.org/
2888,H0WI03159,"EBBEN, JESSI",REP,WI,3,House,Wisconsin,Republican,https://www.ebbenforwisconsin.com/
2889,H0WI03175,"VAN ORDEN, DERRICK F. MR.",REP,WI,3,House,Wisconsin,Republican,https://www.vanordenforcongress.com/
2890,H8WI03103,"TOFT, STEVE",REP,WI,3,House,Wisconsin,Republican,https://toftforcongress.com
2891,H4WI04183,"MOORE, GWEN S",DEM,WI,4,House,Wisconsin,Democrat,https://www.gwenmooreforcongress.com/
2892,H8WI05165,"PALZEWICZ, TOM",DEM,WI,5,House,Wisconsin,Democrat,https://www.tomforwi.com/
2893,H0WI05113,"FITZGERALD, SCOTT L",REP,WI,5,House,Wisconsin,Republican,https://scottfitzgeraldforcongress.com/
2894,H8WI05181,"VIPOND, JENNIFER HOPPE DR",REP,WI,5,House,Wisconsin,Republican,https://vipondforcongress.com/
2896,H0WI06178,"BOOR, MATTHEW",DEM,WI,6,House,Wisconsin,Democrat,https://www.boorforcongress.com/
2897,H0WI06186,"KING, JESSICA JEANE MS",DEM,WI,6,House,Wisconsin,Democrat,http://tracyoking.com/
2898,H0WI06194,"WASHBURN, AMY IRENE MS.",DEM,WI,6,House,Wisconsin,Democrat,http://washburnforwisconsinsixth.com/
2901,H4WI06048,"GROTHMAN, GLENN S.",REP,WI,6,House,Wisconsin,Republican,https://www.glenngrothman.com/
2902,H0WI07135,"ZUNKER, TRICIA",DEM,WI,7,House,Wisconsin,Democrat,https://triciaforwisconsin.com/
2903,H8WI07096,"ENGEBRETSON, MARGARET RUTH",DEM,WI,7,House,Wisconsin,Democrat,http://www.ruthforhouse.com/
2905,H0WI07051,"DUFFY, SEAN",REP,WI,7,House,Wisconsin,Republican,https://duffyforcongress.com
2906,H0WI07101,"TIFFANY, TOM",REP,WI,7,House,Wisconsin,Republican,https://tomtiffany.com/
2907,H0WI07119,"OPELA, MICHAEL PAUL MR. SR.",REP,WI,7,House,Wisconsin,Republican,https://paulmitchellforcongress.com
2908,H0WI07127,"CHURCH, JASON",REP,WI,7,House,Wisconsin,Republican,https://www.churchforwisconsin.com/
2909,H0WI08125,"STUCK, AMANDA",DEM,WI,8,House,Wisconsin,Democrat,https://amandastuck.com/
2910,H6WI08163,"NELSON, TOM",DEM,WI,8,House,Wisconsin,Democrat,https://nelsonforwi.com/
2912,H6WI08155,"GALLAGHER, MICHAEL JOHN",REP,WI,8,House,Wisconsin,Republican,http://www.mikeforwisconsin.com/
2913,H0WV01114,"CLINE, NATALIE MS.",DEM,WV,1,House,West Virginia,Democrat,https://www.natalieclineforcongress.com/
2914,H8WV01067,"BAXTER, RALPH",DEM,WV,1,House,West Virginia,Democrat,https://ralphbaxterforwv.com/
2915,H8WV01075,"FERSHEE, KENDRA JEAN HUARD",DEM,WV,1,House,West Virginia,Democrat,http://www.teamkendrawv.com/
2916,H0WV01072,"MCKINLEY, DAVID B. MR.",REP,WV,1,House,West Virginia,Republican,https://davidforwv.com/
2918,H0WV02179,"KUNKEL, CATHERINE",DEM,WV,2,House,West Virginia,Democrat,https://kunkelforcongress.com/
2921,H8WV02107,"SCHEINBERG, AARON",DEM,WV,2,House,West Virginia,Democrat,https://scheinbergforcongress.com
2922,H8WV02115,"SERGENT, TALLEY",DEM,WV,2,House,West Virginia,Democrat,https://talleysergent.com
2924,H4WV02080,"MOONEY, ALEXANDER XAVIER",REP,WV,2,House,West Virginia,Republican,https://www.mooneyforcongress.com/
2925,H4WV02122,"REED, KENNETH RAY",REP,WV,2,House,West Virginia,Republican,https://www.kenreedforwv.com/
2926,H0WV03144,"WATSON, EUGENE LACY",DEM,WV,3,House,West Virginia,Democrat,https://votelacy.com/
2927,H0WV03151,"TURNER, HILARY",DEM,WV,3,House,West Virginia,Democrat,https://www.turnerforcongresswv.com/
2928,H0WV03177,"DAVIS, PAUL E",DEM,WV,3,House,West Virginia,Democrat,http://pauledavisforcongress.com/
2930,H8WV03089,"WILLIAMS, STEVE",DEM,WV,3,House,West Virginia,Democrat,http://stevewilliamsforcongress.com/
2933,H8WV03105,"LUCAS, CONRAD G. MR. II",REP,WV,3,House,West Virginia,Republican,http://www.lucasforcongress.com/
2934,H0WY01028,"BEACH, CARL",DEM,WY,0,House,Wyoming,Democrat,https://beachforwyoming.org
2936,H6WY00159,"CHENEY, ELIZABETH MRS.",REP,WY,0,House,Wyoming,Republican,https://cheneyforwyoming.com/
2937,H8WY00148,"LUMMIS, CYNTHIA MARIE",REP,WY,0,House,Wyoming,Republican,https://www.lummisforwyoming.com/
2939,H2WY00133,"CUMMINGS, DANIEL CLYDE",CON,WY,0,House,Wyoming,Other,http://cummingsforpresident.com/
2945,P00006213,"DELANEY, JOHN K.",DEM,0,0,President,,Democrat,https://www.johndelaney.com/
2947,P00006486,"YANG, ANDREW MR.",DEM,0,0,President,,Democrat,https://www.yangforny.com/
2949,P00007179,"FORSMAN, CATHERINE ANNE",DEM,0,0,President,,Democrat,http://www.cathygiessel.com
2950,P00008003,"SMITH, SHARMIN LYNN",DEM,0,0,President,,Democrat,http://www.lynnsmithforhouse.com/
2952,P00008193,"HARDWICK, STETSON E",DEM,0,0,President,,Democrat,https://www.joann2020.com/
2953,P00008532,"BRADFORD, DAPHNE DENISE",DEM,0,0,President,,Democrat,http://daphnejordan.com
2954,P00008565,"HOWE, ALAN",DEM,0,0,President,,Democrat,https://howe2020.org/
2958,P00009183,"GABBARD, TULSI",DEM,0,0,President,,Democrat,https://www.tulsi2020.com
2960,P00009290,"GILLIBRAND, KIRSTEN",DEM,0,0,President,,Democrat,https://kirstengillibrand.com/
2961,P00009423,"HARRIS, KAMALA D.",DEM,0,0,President,,Democrat,https://joebiden.com/
2963,P00009514,"BITTAY-D'INTINO, CARRIE RN",DEM,0,0,President,,Democrat,https://hamblennmsenate38.com/
2964,P00009621,"WARREN, ELIZABETH",DEM,0,0,President,,Democrat,https://elizabethwarren.com/
2965,P00009795,"BOOKER, CORY A.",DEM,0,0,President,,Democrat,https://corybooker.com/
2966,P00009910,"WILLIAMSON, MARIANNE",DEM,0,0,President,,Democrat,https://www.marianne2020.com/
2968,P00010272,"MASON DO (RET), DR. JOHN CHRISTIPHER",DEM,0,0,President,,Democrat,http://www.votechrismason.com/
2969,P00010454,"INSLEE, JAY R",DEM,0,0,President,,Democrat,https://www.jayinslee.com/
2970,P00010520,"HICKENLOOPER, JOHN W.",DEM,0,0,President,,Democrat,https://www.hickenlooper.com/
2972,P00010793,"O'ROURKE, ROBERT BETO",DEM,0,0,President,,Democrat,https://betoorourke.com/
2974,P00011254,"GRAVEL, MAURICE ROBERT",DEM,0,0,President,,Democrat,https://www.mikegravel.org/
2975,P00011312,"SWALWELL, ERIC MICHAEL",DEM,0,0,President,,Democrat,https://ericswalwell.com/
2978,P00011759,"VOGEL-WALCUTT, JENNIFER",DEM,0,0,President,,Democrat,http://www.jenforsenate.com/
2980,P00011833,"BENNET, MICHAEL F.",DEM,0,0,President,,Democrat,https://michaelbennet.com/
2981,P00011866,"MOULTON, SETH",DEM,0,0,President,,Democrat,http://www.sethmoulton.com/
2982,P00011999,"BULLOCK, STEVE",DEM,0,0,President,,Democrat,https://stevebullock.com/
2983,P00012054,"DE BLASIO, BILL",DEM,0,0,President,,Democrat,http://www.billdeblasio.com/
2984,P00012146,"NEWNAN, BRIAN DEAN",DEM,0,0,President,,Democrat,http://www.stricklandforgeorgia.com/
2986,P00012435,"RUSSELL, CLINE 372867130504006 MR",DEM,0,0,President,,Democrat,https://bencline.com/
2987,P00012567,"SESTAK, JOSEPH A JR",DEM,0,0,President,,Democrat,https://www.joesestak.com/
2991,P00013904,"HOWARD, ADRIENNE",DEM,0,0,President,,Democrat,https://senate7.com/
2992,P00014407,"PATRICK, DEVAL",DEM,0,0,President,,Democrat,https://devalpatrick2020.com/
2994,P00014613,"DE LA FUENTE, ROQUE III",DEM,0,0,President,,Democrat,http://vote.rocky101.com/en_us/
3001,P60000452,"LAROUCHE, LYNDON H JR",DEM,0,0,President,,Democrat,https://www.burke4senate.com/
3003,P60007168,"SANDERS, BERNARD",DEM,0,0,President,,Democrat,https://berniesanders.com/
3005,P60021508,"GREENSTEIN, MARK",DEM,0,0,President,,Democrat,https://www.stewartforliberty.com/
3007,P80000722,"BIDEN, JOSEPH R JR",DEM,0,0,President,,Democrat,https://joebiden.com
3008,P80003916,MICHEL ANISSA POWELL DR,DEM,0,0,President,,Democrat,https://debbie2018.com
3010,P80006117,"KLOBUCHAR, AMY J.",DEM,0,0,President,,Democrat,https://amyklobuchar.com/
3013,P00005439,"COLLINS, JOE EDWARD III",REP,0,0,President,,Republican,https://www.joecollinsforcongress.com/
3015,P00006890,"SAJNA, CYRUS MR.",REP,0,0,President,,Republican,https://www.campaigncontribution.com/payment/contribution/info/cc_4756bf2b0dbd420ea972f8ab2a6170ae8a8a
3016,P00007039,"SMITH, ROBERT EUGENE",REP,0,0,President,,Republican,https://www.robertesmith2020.com/
3017,P00007492,"BENZEL, JULIANNE ELIZABETH MRS.",REP,0,0,President,,Republican,https://www.juliannebenzel.com/
3018,P00007823,"LEE, HUHNKIE",REP,0,0,President,,Republican,https://huhnkielee.blogspot.com/
3021,P00010033,"VILLARI, TIMOTHY MICHAEL MR.",REP,0,0,President,,Republican,https://timfazenbaker.com/
3023,P00011239,"WELD, WILLIAM FLOYD (BILL)",REP,0,0,President,,Republican,https://weld2020.org/
3027,P00013037,"INVICTUS, AUGUSTUS",REP,0,0,President,,Republican,http://www.invictusforsenate.com/
3028,P00013276,"WALSH, JOE",REP,0,0,President,,Republican,https://www.joewalsh.org/
3030,P00013649,"SANFORD, MARSHALL HON",REP,0,0,President,,Republican,https://www.marshallforwv.com/
3031,P00014340,"MATERN, MATTHEW",REP,0,0,President,,Republican,https://matern2020.com/
3042,P60006723,"RUBIO, MARCO",REP,0,0,President,,Republican,https://marcorubio.com/
3046,P60016342,"DE  LA  FUENTE, ROQUE ROCKY",REP,0,0,President,,Republican,http://vote.rocky101.com/en_us/
3047,P60022043,"PUSKAR, MICHAEL BRANDON",REP,0,0,President,,Republican,https://www.mbpuskar.com/
3049,P80001571,"TRUMP, DONALD J.",REP,0,0,President,,Republican,https://www.donaldjtrump.com/
3052,P80003817,"WUENSCHE, VERNON EDGAR",REP,0,0,President,,Republican,http://www.edgarfloresnv.com/
3055,P00014209,"BLANKENSHIP, DON",CON,0,0,President,,Other,https://www.donblankenship.com/
3056,P20002630,"TITTLE, SHEILA ""SAMM""",CON,0,0,President,,Other,https://www.samm2020.com/
3057,P00010124,"HUNTER, DARIO DAVID",GRE,0,0,President,,Green,https://www.dariohunter.com/
3059,P00012211,"HAWKINS, HOWIE",GRE,0,0,President,,Green,https://howiehawkins.us/
3061,P00013185,"LAMBERT, DENNIS",GRE,0,0,President,,Green,https://www.dlpotus2020.com/
3063,P00014357,"BUCHSER-LOCHOCKI, SUSAN",GRE,0,0,President,,Green,https://susanbuchserlochocki.business.site/
3064,P20003984,"STEIN, JILL",GRE,0,0,President,,Green,http://www.jill2016.com/
3065,P40003279,"MESPLAY, KENT PHILIP",GRE,0,0,President,,Green,https://philpalmesano.com
3069,P00005363,"SRAIL, JAMES RYAN MR.",IND,0,0,President,,Independent,http://www.ryanchamberlin.com/
3070,P00006684,"FULLER, REV VERONICA RONNIE",IND,0,0,President,,Independent,http://www.fullerforcongress.com/
3072,P00008524,"GLASS, ANGELA",IND,0,0,President,,Independent,http://tomglass.org/
3076,P00011189,"HOWARD, SHAWN W",IND,0,0,President,,Independent,http://shawnhoward2020.com
3079,P00011643,"KENNEDY, CODY MR.",IND,0,0,President,,Independent,https://www.kennedyforma.com/
3084,P60003076,"KEYES, ALAN L",IND,0,0,President,,Independent,https://votetomkeyes.com/
3091,P00006841,"KOKESH, ADAM",LIB,0,0,President,,Libertarian,https://www.kokeshforpresident.com/
3093,P00009696,"BEHRMAN, DAN TAXATION IS THEFT",LIB,0,0,President,,Libertarian,http://www.savino4tx.com/
3095,P00011023,"RUFF, KIMBERLY MARGARET",LIB,0,0,President,,Libertarian,https://www.kimberlyfor149.com/
3096,P00011437,"SCHRADER, STEPHEN JAMES",LIB,0,0,President,,Libertarian,https://sschraderforpresident2020.com/
3098,P00012104,"ARMSTRONG, KENNETH REED",LIB,0,0,President,,Libertarian,https://www.kenreedforwv.com/
3100,P00012492,"SUPREME, VERMIN LOVE",LIB,0,0,President,,Libertarian,https://verminsupreme2020.com/
3103,P00014175,"HORNBERGER, JACOB GEORGE MR.",LIB,0,0,President,,Libertarian,https://jacobdcurnow.wixsite.com/jacobcurnowcongress
3104,P00014746,"VANACORE, LOUIS DEAN",LIB,0,0,President,,Libertarian,https://www.mad4pa.com
3105,P00015297,"AVOURIS, AARON PATRICK",LIB,0,0,President,,Libertarian,https://wojoforwi.com/
3106,P20002671,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",LIB,0,0,President,,Libertarian,https://weld2020.org/
3107,P60008075,"CHAFEE, LINCOLN DAVENPORT MR.",LIB,0,0,President,,Libertarian,https://www.lincolnchafee.com/
3114,P00010876,"TRAHAN, CHANCE BRADFORD MR",NON,0,0,President,,Other,https://loritrahan.com/
3117,P00014837,"QUINN, FRANK G",NPA,0,0,President,,Other,https://www.quinnforpa.com
3120,P00013706,"SEGAL, JEROME MICHAEL",OTH,0,0,President,,Other,https://www.segalforpresident.org/
3124,P80005572,"LA RIVA, GLORIA ESTELA",PAF,0,0,President,,Other,https://www.lariva2020.org/
3125,P00015230,"TANNIRU, JOSEPH KISHORE",SEP,0,0,President,,Other,https://www.socialism2020.org/
3127,P00015537,"SIMMONS, JADE",UN,0,0,President,,Other,https://jadesimmons.mykajabi.com/operationrestoration2020
3129,P00011320,"HICKS, ANDREW LEE",UNK,0,0,President,,Other,https://kim-hicks-for-mn-house.squarespace.com/
3132,P00014126,"MEDEIROS, JOHN MANIMAS MR.",W,0,0,President,,Other,https://cummings2020.com/
3133,S4AK00099,"MURKOWSKI, LISA",REP,AK,0,Senate,Alaska,Republican,https://www.lisamurkowski.com/
3134,S4AK00214,"SULLIVAN, DAN",REP,AK,0,Senate,Alaska,Republican,https://dansullivanforalaska.com/
3135,S0AK00196,"GROSS, AL DR.",IND,AK,0,Senate,Alaska,Independent,https://dralgrossak.com/
3136,S0AK00121,"MILLER, JOSEPH W",LIB,AK,0,Senate,Alaska,Libertarian,https://www.joemillerforohio.com/
