,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,CAND_ICI,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,search_query,campaign_results_list
3697,S8MN00636,"TROOIEN, JERRY",IND,MN,0,Challenger,Senate,Minnesota,Independent,"TROOIEN, JERRY Independent Minnesota Senate","TROOIEN, JERRY Independent Minnesota Senate 2021"
3698,S2MO00460,"SHEPARD, TIMOTHY JACOB",DEM,MO,0,,Senate,Missouri,Democrat,"SHEPARD, TIMOTHY JACOB Democrat Missouri Senate","SHEPARD, TIMOTHY JACOB Democrat Missouri Senate 2021"
3699,S0MO00183,"BLUNT, ROY",REP,MO,0,Incumbent,Senate,Missouri,Republican,"BLUNT, ROY Republican Missouri Senate","BLUNT, ROY Republican Missouri Senate 2021"
3700,S2MO00403,"STEELMAN, SARAH H",REP,MO,0,Challenger,Senate,Missouri,Republican,"STEELMAN, SARAH H Republican Missouri Senate","STEELMAN, SARAH H Republican Missouri Senate 2021"
3701,S8MO00145,"PETERSEN, AUSTIN",REP,MO,0,Challenger,Senate,Missouri,Republican,"PETERSEN, AUSTIN Republican Missouri Senate","PETERSEN, AUSTIN Republican Missouri Senate 2021"
3702,S8MO00160,"HAWLEY, JOSHUA DAVID",REP,MO,0,,Senate,Missouri,Republican,"HAWLEY, JOSHUA DAVID Republican Missouri Senate","HAWLEY, JOSHUA DAVID Republican Missouri Senate 2021"
3703,S8MO00178,"SYKES, B COURTLAND",REP,MO,0,Challenger,Senate,Missouri,Republican,"SYKES, B COURTLAND Republican Missouri Senate","SYKES, B COURTLAND Republican Missouri Senate 2021"
3704,S8MO00327,"CRAIN, JO",GRE,MO,0,Challenger,Senate,Missouri,Green,"CRAIN, JO Green Missouri Senate","CRAIN, JO Green Missouri Senate 2021"
3705,S8MO00202,"O''DEAR, CRAIG S",IND,MO,0,Challenger,Senate,Missouri,Independent,"O''DEAR, CRAIG S Independent Missouri Senate","O''DEAR, CRAIG S Independent Missouri Senate 2021"
3706,S8MS00253,"BARIA, DAVID WAYNE",DEM,MS,0,Open seat,Senate,Mississippi,Democrat,"BARIA, DAVID WAYNE Democrat Mississippi Senate","BARIA, DAVID WAYNE Democrat Mississippi Senate 2021"
3707,S8MS00287,"ESPY, MICHAEL",DEM,MS,0,Challenger,Senate,Mississippi,Democrat,"ESPY, MICHAEL Democrat Mississippi Senate","ESPY, MICHAEL Democrat Mississippi Senate 2021"
3708,S8MS00295,"BARTEE, TOBEY",DEM,MS,0,Challenger,Senate,Mississippi,Democrat,"BARTEE, TOBEY Democrat Mississippi Senate","BARTEE, TOBEY Democrat Mississippi Senate 2021"
3709,S4MS00120,"MCDANIEL, CHRISTOPHER BRIAN",REP,MS,0,Open seat,Senate,Mississippi,Republican,"MCDANIEL, CHRISTOPHER BRIAN Republican Mississippi Senate","MCDANIEL, CHRISTOPHER BRIAN Republican Mississippi Senate 2021"
3710,S8MS00196,"WICKER, ROGER SEN.",REP,MS,0,Incumbent,Senate,Mississippi,Republican,"WICKER, ROGER SEN. Republican Mississippi Senate","WICKER, ROGER SEN. Republican Mississippi Senate 2021"
3711,S8MS00261,"HYDE-SMITH, CINDY",REP,MS,0,Incumbent,Senate,Mississippi,Republican,"HYDE-SMITH, CINDY Republican Mississippi Senate","HYDE-SMITH, CINDY Republican Mississippi Senate 2021"
3712,S0MT00090,"COLLINS, WILMOT JAMES",DEM,MT,0,Challenger,Senate,Montana,Democrat,"COLLINS, WILMOT JAMES Democrat Montana Senate","COLLINS, WILMOT JAMES Democrat Montana Senate 2021"
3713,S0MT00108,"MUES, JOHN",DEM,MT,0,Challenger,Senate,Montana,Democrat,"MUES, JOHN Democrat Montana Senate","MUES, JOHN Democrat Montana Senate 2021"
3714,S0MT00116,"BALLARD, JACK",DEM,MT,0,Challenger,Senate,Montana,Democrat,"BALLARD, JACK Democrat Montana Senate","BALLARD, JACK Democrat Montana Senate 2021"
3715,S0MT00132,"NEUMANN, CORA",DEM,MT,0,Challenger,Senate,Montana,Democrat,"NEUMANN, CORA Democrat Montana Senate","NEUMANN, CORA Democrat Montana Senate 2021"
3716,S0MT00173,"BULLOCK, STEVE",DEM,MT,0,Challenger,Senate,Montana,Democrat,"BULLOCK, STEVE Democrat Montana Senate","BULLOCK, STEVE Democrat Montana Senate 2021"
3717,S6MT00162,"TESTER, R. JON",DEM,MT,0,Incumbent,Senate,Montana,Democrat,"TESTER, R. JON Democrat Montana Senate","TESTER, R. JON Democrat Montana Senate 2021"
3718,S8MT00010,"BAUCUS, MAX",DEM,MT,0,Challenger,Senate,Montana,Democrat,"BAUCUS, MAX Democrat Montana Senate","BAUCUS, MAX Democrat Montana Senate 2021"
3719,S0MT00157,"LARSON, DANIEL RICHARD",REP,MT,0,Challenger,Senate,Montana,Republican,"LARSON, DANIEL RICHARD Republican Montana Senate","LARSON, DANIEL RICHARD Republican Montana Senate 2021"
3720,S2MT00096,"DAINES, STEVE",REP,MT,0,Incumbent,Senate,Montana,Republican,"DAINES, STEVE Republican Montana Senate","DAINES, STEVE Republican Montana Senate 2021"
3721,S6MT00097,"REHBERG, DENNIS RAY",REP,MT,0,Challenger,Senate,Montana,Republican,"REHBERG, DENNIS RAY Republican Montana Senate","REHBERG, DENNIS RAY Republican Montana Senate 2021"
3722,S8MT00218,"DOWNING, TROY",REP,MT,0,Challenger,Senate,Montana,Republican,"DOWNING, TROY Republican Montana Senate","DOWNING, TROY Republican Montana Senate 2021"
3723,S8MT00234,"ROSENDALE, MATT",REP,MT,0,Challenger,Senate,Montana,Republican,"ROSENDALE, MATT Republican Montana Senate","ROSENDALE, MATT Republican Montana Senate 2021"
3724,S8MT00275,"FAGG, RUSSELL C",REP,MT,0,Challenger,Senate,Montana,Republican,"FAGG, RUSSELL C Republican Montana Senate","FAGG, RUSSELL C Republican Montana Senate 2021"
3725,S0MT00181,"GIESE, SUSAN GOOD",LIB,MT,0,Challenger,Senate,Montana,Libertarian,"GIESE, SUSAN GOOD Libertarian Montana Senate","GIESE, SUSAN GOOD Libertarian Montana Senate 2021"
3726,S0NC00202,"CUNNINGHAM, CAL",DEM,NC,0,Challenger,Senate,North Carolina,Democrat,"CUNNINGHAM, CAL Democrat North Carolina Senate","CUNNINGHAM, CAL Democrat North Carolina Senate 2021"
3727,S0NC00285,"FULLER, TREVOR MICHAEL",DEM,NC,0,Challenger,Senate,North Carolina,Democrat,"FULLER, TREVOR MICHAEL Democrat North Carolina Senate","FULLER, TREVOR MICHAEL Democrat North Carolina Senate 2021"
3728,S0NC00327,"MANSFIELD, ERIC",DEM,NC,0,Challenger,Senate,North Carolina,Democrat,"MANSFIELD, ERIC Democrat North Carolina Senate","MANSFIELD, ERIC Democrat North Carolina Senate 2021"
3729,S0NC00343,"SMITH, ERICA DANETTE",DEM,NC,0,Challenger,Senate,North Carolina,Democrat,"SMITH, ERICA DANETTE Democrat North Carolina Senate","SMITH, ERICA DANETTE Democrat North Carolina Senate 2021"
3730,S0NC00368,"SWENSON, STEVE",DEM,NC,0,Challenger,Senate,North Carolina,Democrat,"SWENSON, STEVE Democrat North Carolina Senate","SWENSON, STEVE Democrat North Carolina Senate 2021"
3731,S6NC00266,"ROSS, DEBORAH K",DEM,NC,0,Challenger,Senate,North Carolina,Democrat,"ROSS, DEBORAH K Democrat North Carolina Senate","ROSS, DEBORAH K Democrat North Carolina Senate 2021"
3732,S6NC00274,"GRIFFIN, KEVIN DAY",DEM,NC,0,Challenger,Senate,North Carolina,Democrat,"GRIFFIN, KEVIN DAY Democrat North Carolina Senate","GRIFFIN, KEVIN DAY Democrat North Carolina Senate 2021"
3733,S0NC00293,"SMITH, SANDY",REP,NC,0,Challenger,Senate,North Carolina,Republican,"SMITH, SANDY Republican North Carolina Senate","SMITH, SANDY Republican North Carolina Senate 2021"
3734,S0NC00319,"TUCKER, GARLAND S III",REP,NC,0,Challenger,Senate,North Carolina,Republican,"TUCKER, GARLAND S III Republican North Carolina Senate","TUCKER, GARLAND S III Republican North Carolina Senate 2021"
3735,S2NC00273,"BRIAN, LEE ANDREA MS",REP,NC,0,,Senate,North Carolina,Republican,"BRIAN, LEE ANDREA MS Republican North Carolina Senate","BRIAN, LEE ANDREA MS Republican North Carolina Senate 2021"
3736,S2NC00307,"WALKER, BRADLEY MARK",REP,NC,0,,Senate,North Carolina,Republican,"WALKER, BRADLEY MARK Republican North Carolina Senate","WALKER, BRADLEY MARK Republican North Carolina Senate 2021"
3737,S4NC00089,"BURR, RICHARD M",REP,NC,0,Incumbent,Senate,North Carolina,Republican,"BURR, RICHARD M Republican North Carolina Senate","BURR, RICHARD M Republican North Carolina Senate 2021"
3738,S4NC00162,"TILLIS, THOM R. SEN.",REP,NC,0,Incumbent,Senate,North Carolina,Republican,"TILLIS, THOM R. SEN. Republican North Carolina Senate","TILLIS, THOM R. SEN. Republican North Carolina Senate 2021"
3739,S6NC00308,"HOLMQUIST, LARRY",REP,NC,0,Challenger,Senate,North Carolina,Republican,"HOLMQUIST, LARRY Republican North Carolina Senate","HOLMQUIST, LARRY Republican North Carolina Senate 2021"
3740,S6NC00324,"ABRAMS, MARCIA KAREN DR PHD",REP,NC,0,,Senate,North Carolina,Republican,"ABRAMS, MARCIA KAREN DR PHD Republican North Carolina Senate","ABRAMS, MARCIA KAREN DR PHD Republican North Carolina Senate 2021"
3741,S2ND00099,"HEITKAMP, HEIDI",DEM,ND,0,Incumbent,Senate,North Dakota,Democrat,"HEITKAMP, HEIDI Democrat North Dakota Senate","HEITKAMP, HEIDI Democrat North Dakota Senate 2021"
3742,S2ND00107,"STEELE, MICHAEL REVEREND",DEM,ND,0,,Senate,North Dakota,Democrat,"STEELE, MICHAEL REVEREND Democrat North Dakota Senate","STEELE, MICHAEL REVEREND Democrat North Dakota Senate 2021"
3743,S0ND00093,"HOEVEN, JOHN",REP,ND,0,Incumbent,Senate,North Dakota,Republican,"HOEVEN, JOHN Republican North Dakota Senate","HOEVEN, JOHN Republican North Dakota Senate 2021"
3744,S8ND00120,"CRAMER, KEVIN MR.",REP,ND,0,,Senate,North Dakota,Republican,"CRAMER, KEVIN MR. Republican North Dakota Senate","CRAMER, KEVIN MR. Republican North Dakota Senate 2021"
3745,S0NE00072,"PHILIPS, ANGELIC MARIE",DEM,NE,0,Challenger,Senate,Nebraska,Democrat,"PHILIPS, ANGELIC MARIE Democrat Nebraska Senate","PHILIPS, ANGELIC MARIE Democrat Nebraska Senate 2021"
3746,S0NE00098,"SHELTON, ALISHA",DEM,NE,0,Challenger,Senate,Nebraska,Democrat,"SHELTON, ALISHA Democrat Nebraska Senate","SHELTON, ALISHA Democrat Nebraska Senate 2021"
3747,S0NE00106,"MACEK, DENNIS FRANK",DEM,NE,0,Challenger,Senate,Nebraska,Democrat,"MACEK, DENNIS FRANK Democrat Nebraska Senate","MACEK, DENNIS FRANK Democrat Nebraska Senate 2021"
3748,S6NE00095,"NELSON, E BENJAMIN",DEM,NE,0,Open seat,Senate,Nebraska,Democrat,"NELSON, E BENJAMIN Democrat Nebraska Senate","NELSON, E BENJAMIN Democrat Nebraska Senate 2021"
3749,S8NE00141,"MARVIN, LARRY",DEM,NE,0,Challenger,Senate,Nebraska,Democrat,"MARVIN, LARRY Democrat Nebraska Senate","MARVIN, LARRY Democrat Nebraska Senate 2021"
3750,S8NE00182,"RAYBOULD, JANE",DEM,NE,0,Challenger,Senate,Nebraska,Democrat,"RAYBOULD, JANE Democrat Nebraska Senate","RAYBOULD, JANE Democrat Nebraska Senate 2021"
3751,S8NE00216,"JANICEK, CHRIS EDWARD MR",DEM,NE,0,Challenger,Senate,Nebraska,Democrat,"JANICEK, CHRIS EDWARD MR Democrat Nebraska Senate","JANICEK, CHRIS EDWARD MR Democrat Nebraska Senate 2021"
3752,S0NE00080,"INNIS, MATT",REP,NE,0,Challenger,Senate,Nebraska,Republican,"INNIS, MATT Republican Nebraska Senate","INNIS, MATT Republican Nebraska Senate 2021"
3753,S2NE00094,"FISCHER, DEBRA S.",REP,NE,0,Incumbent,Senate,Nebraska,Republican,"FISCHER, DEBRA S. Republican Nebraska Senate","FISCHER, DEBRA S. Republican Nebraska Senate 2021"
3754,S4NE00082,"MCLEAY, BARTHOLOMEW L",REP,NE,0,Open seat,Senate,Nebraska,Republican,"MCLEAY, BARTHOLOMEW L Republican Nebraska Senate","MCLEAY, BARTHOLOMEW L Republican Nebraska Senate 2021"
3755,S4NE00090,"SASSE, BENJAMIN E",REP,NE,0,Incumbent,Senate,Nebraska,Republican,"SASSE, BENJAMIN E Republican Nebraska Senate","SASSE, BENJAMIN E Republican Nebraska Senate 2021"
3756,S4NE00157,"WATSON, TODD",REP,NE,0,Challenger,Senate,Nebraska,Republican,"WATSON, TODD Republican Nebraska Senate","WATSON, TODD Republican Nebraska Senate 2021"
3757,S0NH00219,"SHAHEEN, JEANNE",DEM,NH,0,Incumbent,Senate,New Hampshire,Democrat,"SHAHEEN, JEANNE Democrat New Hampshire Senate","SHAHEEN, JEANNE Democrat New Hampshire Senate 2021"
3758,S6NH00091,"HASSAN, MARGARET WOOD",DEM,NH,0,Incumbent,Senate,New Hampshire,Democrat,"HASSAN, MARGARET WOOD Democrat New Hampshire Senate","HASSAN, MARGARET WOOD Democrat New Hampshire Senate 2021"
3759,S8NH00147,"MARCHAND, STEVE",DEM,NH,0,Challenger,Senate,New Hampshire,Democrat,"MARCHAND, STEVE Democrat New Hampshire Senate","MARCHAND, STEVE Democrat New Hampshire Senate 2021"
3760,S0NH00235,"AYOTTE, KELLY A",REP,NH,0,Incumbent,Senate,New Hampshire,Republican,"AYOTTE, KELLY A Republican New Hampshire Senate","AYOTTE, KELLY A Republican New Hampshire Senate 2021"
3761,S0NH00268,"LAMONTAGNE, OVIDE MARC",REP,NH,0,Open seat,Senate,New Hampshire,Republican,"LAMONTAGNE, OVIDE MARC Republican New Hampshire Senate","LAMONTAGNE, OVIDE MARC Republican New Hampshire Senate 2021"
3762,S0NH00318,"O'BRIEN, WILLIAM LAWRENCE",REP,NH,0,Challenger,Senate,New Hampshire,Republican,"O'BRIEN, WILLIAM LAWRENCE Republican New Hampshire Senate","O'BRIEN, WILLIAM LAWRENCE Republican New Hampshire Senate 2021"
3763,S0NH00326,"BOLDUC, DONALD C.",REP,NH,0,Challenger,Senate,New Hampshire,Republican,"BOLDUC, DONALD C. Republican New Hampshire Senate","BOLDUC, DONALD C. Republican New Hampshire Senate 2021"
3764,S0NH00334,"MESSNER, BRYANT 'CORKY' S.",REP,NH,0,Challenger,Senate,New Hampshire,Republican,"MESSNER, BRYANT 'CORKY' S. Republican New Hampshire Senate","MESSNER, BRYANT 'CORKY' S. Republican New Hampshire Senate 2021"
3765,S0NH00300,"O'DONNELL, JUSTIN F",LIB,NH,0,Challenger,Senate,New Hampshire,Libertarian,"O'DONNELL, JUSTIN F Libertarian New Hampshire Senate","O'DONNELL, JUSTIN F Libertarian New Hampshire Senate 2021"
3766,S0NJ00068,"BYRNE, BRENDAN THOMAS JR",DEM,NJ,0,Challenger,Senate,New Jersey,Democrat,"BYRNE, BRENDAN THOMAS JR Democrat New Jersey Senate","BYRNE, BRENDAN THOMAS JR Democrat New Jersey Senate 2021"
3767,S0NJ00233,"HAMM, LAWRENCE MR.",DEM,NJ,0,Challenger,Senate,New Jersey,Democrat,"HAMM, LAWRENCE MR. Democrat New Jersey Senate","HAMM, LAWRENCE MR. Democrat New Jersey Senate 2021"
3768,S2NJ00080,"LAUTENBERG, FRANK R",DEM,NJ,0,Challenger,Senate,New Jersey,Democrat,"LAUTENBERG, FRANK R Democrat New Jersey Senate","LAUTENBERG, FRANK R Democrat New Jersey Senate 2021"
3769,S4NJ00185,"BOOKER, CORY A.",DEM,NJ,0,Incumbent,Senate,New Jersey,Democrat,"BOOKER, CORY A. Democrat New Jersey Senate","BOOKER, CORY A. Democrat New Jersey Senate 2021"
3770,S6NJ00289,"MENENDEZ, ROBERT",DEM,NJ,0,,Senate,New Jersey,Democrat,"MENENDEZ, ROBERT Democrat New Jersey Senate","MENENDEZ, ROBERT Democrat New Jersey Senate 2021"
3771,S8NJ00392,"ANDREWS, ROBERT E",DEM,NJ,0,Challenger,Senate,New Jersey,Democrat,"ANDREWS, ROBERT E Democrat New Jersey Senate","ANDREWS, ROBERT E Democrat New Jersey Senate 2021"
3772,S0NJ00191,"SINGH, HIRSH V",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"SINGH, HIRSH V Republican New Jersey Senate","SINGH, HIRSH V Republican New Jersey Senate 2021"
3773,S0NJ00217,"MEHTA, RIKIN",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"MEHTA, RIKIN Republican New Jersey Senate","MEHTA, RIKIN Republican New Jersey Senate 2021"
3774,S4NJ00169,"PEZZULLO, RICHARD J",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"PEZZULLO, RICHARD J Republican New Jersey Senate","PEZZULLO, RICHARD J Republican New Jersey Senate 2021"
3775,S4NJ00250,"MEISSNER, STUART",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"MEISSNER, STUART Republican New Jersey Senate","MEISSNER, STUART Republican New Jersey Senate 2021"
3776,S4NJ00292,"GOLDBERG, BRIAN DAVID MR",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"GOLDBERG, BRIAN DAVID MR Republican New Jersey Senate","GOLDBERG, BRIAN DAVID MR Republican New Jersey Senate 2021"
3777,S6NJ00131,"ZIMMER, DICK",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"ZIMMER, DICK Republican New Jersey Senate","ZIMMER, DICK Republican New Jersey Senate 2021"
3778,S6NJ00271,"KEAN, THOMAS H JR",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"KEAN, THOMAS H JR Republican New Jersey Senate","KEAN, THOMAS H JR Republican New Jersey Senate 2021"
3779,S8NJ00012,"BELL, JEFFREY",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"BELL, JEFFREY Republican New Jersey Senate","BELL, JEFFREY Republican New Jersey Senate 2021"
3780,S8NJ00483,"SINGH, HIRSH",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"SINGH, HIRSH Republican New Jersey Senate","SINGH, HIRSH Republican New Jersey Senate 2021"
3781,S8NJ00509,"HUGIN, ROBERT",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"HUGIN, ROBERT Republican New Jersey Senate","HUGIN, ROBERT Republican New Jersey Senate 2021"
3782,S8NJ00541,"FLANAGAN, PATRICIA",REP,NJ,0,Challenger,Senate,New Jersey,Republican,"FLANAGAN, PATRICIA Republican New Jersey Senate","FLANAGAN, PATRICIA Republican New Jersey Senate 2021"
3783,S8NJ00558,"HOFFMAN, MADELYN R",GRE,NJ,0,Challenger,Senate,New Jersey,Green,"HOFFMAN, MADELYN R Green New Jersey Senate","HOFFMAN, MADELYN R Green New Jersey Senate 2021"
3784,S0NJ00258,"FERNANDEZ, VERONICA",IND,NJ,0,Challenger,Senate,New Jersey,Independent,"FERNANDEZ, VERONICA Independent New Jersey Senate","FERNANDEZ, VERONICA Independent New Jersey Senate 2021"
3785,S0NJ00266,"BURKE, DANIEL C. MR.",IND,NJ,0,Challenger,Senate,New Jersey,Independent,"BURKE, DANIEL C. MR. Independent New Jersey Senate","BURKE, DANIEL C. MR. Independent New Jersey Senate 2021"
3786,S8NJ00285,"SABRIN, MURRAY",LIB,NJ,0,Challenger,Senate,New Jersey,Libertarian,"SABRIN, MURRAY Libertarian New Jersey Senate","SABRIN, MURRAY Libertarian New Jersey Senate 2021"
3787,S0NM00058,"LUJAN, BEN RAY",DEM,NM,0,Open seat,Senate,New Mexico,Democrat,"LUJAN, BEN RAY Democrat New Mexico Senate","LUJAN, BEN RAY Democrat New Mexico Senate 2021"
3788,S0NM00074,"TOULOUSE OLIVER, MAGGIE",DEM,NM,0,Open seat,Senate,New Mexico,Democrat,"TOULOUSE OLIVER, MAGGIE Democrat New Mexico Senate","TOULOUSE OLIVER, MAGGIE Democrat New Mexico Senate 2021"
3789,S2NM00088,"HEINRICH, MARTIN",DEM,NM,0,Incumbent,Senate,New Mexico,Democrat,"HEINRICH, MARTIN Democrat New Mexico Senate","HEINRICH, MARTIN Democrat New Mexico Senate 2021"
3790,S8NM00184,"UDALL, TOM",DEM,NM,0,Incumbent,Senate,New Mexico,Democrat,"UDALL, TOM Democrat New Mexico Senate","UDALL, TOM Democrat New Mexico Senate 2021"
3791,S0NM00041,"PEARCE, STEVE",REP,NM,0,Open seat,Senate,New Mexico,Republican,"PEARCE, STEVE Republican New Mexico Senate","PEARCE, STEVE Republican New Mexico Senate 2021"
3792,S0NM00066,"CLARKSON, GAVIN",REP,NM,0,Open seat,Senate,New Mexico,Republican,"CLARKSON, GAVIN Republican New Mexico Senate","CLARKSON, GAVIN Republican New Mexico Senate 2021"
3793,S0NM00090,"MARTINEZ, ELISA",REP,NM,0,Open seat,Senate,New Mexico,Republican,"MARTINEZ, ELISA Republican New Mexico Senate","MARTINEZ, ELISA Republican New Mexico Senate 2021"
3794,S0NM00116,"SANCHEZ, LOUIE J",REP,NM,0,Open seat,Senate,New Mexico,Republican,"SANCHEZ, LOUIE J Republican New Mexico Senate","SANCHEZ, LOUIE J Republican New Mexico Senate 2021"
3795,S0NM00124,"RONCHETTI, MARK V.",REP,NM,0,Open seat,Senate,New Mexico,Republican,"RONCHETTI, MARK V. Republican New Mexico Senate","RONCHETTI, MARK V. Republican New Mexico Senate 2021"
3796,S2NM00070,"SOWARDS, GREG",REP,NM,0,Open seat,Senate,New Mexico,Republican,"SOWARDS, GREG Republican New Mexico Senate","SOWARDS, GREG Republican New Mexico Senate 2021"
3797,S4NM00100,"WEH, ALLEN",REP,NM,0,Challenger,Senate,New Mexico,Republican,"WEH, ALLEN Republican New Mexico Senate","WEH, ALLEN Republican New Mexico Senate 2021"
3798,S8NM00200,"RICH, MICK",REP,NM,0,Open seat,Senate,New Mexico,Republican,"RICH, MICK Republican New Mexico Senate","RICH, MICK Republican New Mexico Senate 2021"
3799,S0NM00132,"WALSH, BOB",LIB,NM,0,Open seat,Senate,New Mexico,Libertarian,"WALSH, BOB Libertarian New Mexico Senate","WALSH, BOB Libertarian New Mexico Senate 2021"
3800,S8NM00226,"JOHNSON, GARY",LIB,NM,0,Challenger,Senate,New Mexico,Libertarian,"JOHNSON, GARY Libertarian New Mexico Senate","JOHNSON, GARY Libertarian New Mexico Senate 2021"
3801,S4NM00118,"ROSE, JERRY",UN,NM,0,,Senate,New Mexico,Other,"ROSE, JERRY Other New Mexico Senate","ROSE, JERRY Other New Mexico Senate 2021"
3802,S6NV00028,"REID, HARRY",DEM,NV,0,Incumbent,Senate,Nevada,Democrat,"REID, HARRY Democrat Nevada Senate","REID, HARRY Democrat Nevada Senate 2021"
3803,S6NV00200,"CORTEZ MASTO, CATHERINE",DEM,NV,0,Incumbent,Senate,Nevada,Democrat,"CORTEZ MASTO, CATHERINE Democrat Nevada Senate","CORTEZ MASTO, CATHERINE Democrat Nevada Senate 2021"
3804,S6NV00234,"MAHENDRA, SUJEET BOBBY NARENDRA",DEM,NV,0,Challenger,Senate,Nevada,Democrat,"MAHENDRA, SUJEET BOBBY NARENDRA Democrat Nevada Senate","MAHENDRA, SUJEET BOBBY NARENDRA Democrat Nevada Senate 2021"
3805,S8NV00149,"SBAIH, JESSE",DEM,NV,0,Challenger,Senate,Nevada,Democrat,"SBAIH, JESSE Democrat Nevada Senate","SBAIH, JESSE Democrat Nevada Senate 2021"
3806,S8NV00156,"ROSEN, JACKY",DEM,NV,0,,Senate,Nevada,Democrat,"ROSEN, JACKY Democrat Nevada Senate","ROSEN, JACKY Democrat Nevada Senate 2021"
3807,S0NV00203,"TARKANIAN, DANNY",REP,NV,0,Challenger,Senate,Nevada,Republican,"TARKANIAN, DANNY Republican Nevada Senate","TARKANIAN, DANNY Republican Nevada Senate 2021"
3808,S2NV00183,"HELLER, DEAN",REP,NV,0,Incumbent,Senate,Nevada,Republican,"HELLER, DEAN Republican Nevada Senate","HELLER, DEAN Republican Nevada Senate 2021"
3809,S6NV00275,"HECK, THOMAS",REP,NV,0,Challenger,Senate,Nevada,Republican,"HECK, THOMAS Republican Nevada Senate","HECK, THOMAS Republican Nevada Senate 2021"
3810,S6NV00341,"WILLIAMS, JARROD M.",IND,NV,0,Open seat,Senate,Nevada,Independent,"WILLIAMS, JARROD M. Independent Nevada Senate","WILLIAMS, JARROD M. Independent Nevada Senate 2021"
3811,S0NY00188,"CLINTON, HILLARY RODHAM",DEM,NY,0,Challenger,Senate,New York,Democrat,"CLINTON, HILLARY RODHAM Democrat New York Senate","CLINTON, HILLARY RODHAM Democrat New York Senate 2021"
3812,S0NY00410,"GILLIBRAND, KIRSTEN",DEM,NY,0,,Senate,New York,Democrat,"GILLIBRAND, KIRSTEN Democrat New York Senate","GILLIBRAND, KIRSTEN Democrat New York Senate 2021"
3813,S0NY00667,"SALEM, KHALED MR",DEM,NY,0,Challenger,Senate,New York,Democrat,"SALEM, KHALED MR Democrat New York Senate","SALEM, KHALED MR Democrat New York Senate 2021"
3814,S8NY00082,"SCHUMER, CHARLES E",DEM,NY,0,Incumbent,Senate,New York,Democrat,"SCHUMER, CHARLES E Democrat New York Senate","SCHUMER, CHARLES E Democrat New York Senate 2021"
3815,S0NY00550,"TOWNSEND, JAY",REP,NY,0,Challenger,Senate,New York,Republican,"TOWNSEND, JAY Republican New York Senate","TOWNSEND, JAY Republican New York Senate 2021"
3816,S2NY00259,"LONG, WENDY",REP,NY,0,Challenger,Senate,New York,Republican,"LONG, WENDY Republican New York Senate","LONG, WENDY Republican New York Senate 2021"
3817,S6NY00243,"SPENCER, JOHN D",REP,NY,0,Challenger,Senate,New York,Republican,"SPENCER, JOHN D Republican New York Senate","SPENCER, JOHN D Republican New York Senate 2021"
3818,S6NY00250,"PIRRO, JEANINE F",REP,NY,0,Challenger,Senate,New York,Republican,"PIRRO, JEANINE F Republican New York Senate","PIRRO, JEANINE F Republican New York Senate 2021"
3819,S6NY00383,"SPOTORNO, FRANK",REP,NY,0,Challenger,Senate,New York,Republican,"SPOTORNO, FRANK Republican New York Senate","SPOTORNO, FRANK Republican New York Senate 2021"
3820,S8NY00215,"FARLEY, CHELE CHIAVACCI",REP,NY,0,Challenger,Senate,New York,Republican,"FARLEY, CHELE CHIAVACCI Republican New York Senate","FARLEY, CHELE CHIAVACCI Republican New York Senate 2021"
3821,S8NY00249,"TADESHE, MARY RONKE",ICD,NY,0,Challenger,Senate,New York,Other,"TADESHE, MARY RONKE Other New York Senate","TADESHE, MARY RONKE Other New York Senate 2021"
3822,S2NY00325,"SARE, DIANE WILSON MS",IND,NY,0,,Senate,New York,Independent,"SARE, DIANE WILSON MS Independent New York Senate","SARE, DIANE WILSON MS Independent New York Senate 2021"
3823,S2NY00333,"MANTANONA, NICHOLAS MR",IND,NY,0,,Senate,New York,Independent,"MANTANONA, NICHOLAS MR Independent New York Senate","MANTANONA, NICHOLAS MR Independent New York Senate 2021"
3824,S6OH00155,"HACKETT, PAUL III",DEM,OH,0,Challenger,Senate,Ohio,Democrat,"HACKETT, PAUL III Democrat Ohio Senate","HACKETT, PAUL III Democrat Ohio Senate 2021"
3825,S6OH00163,"BROWN, SHERROD",DEM,OH,0,,Senate,Ohio,Democrat,"BROWN, SHERROD Democrat Ohio Senate","BROWN, SHERROD Democrat Ohio Senate 2021"
3826,S6OH00254,"STRICKLAND, TED",DEM,OH,0,Challenger,Senate,Ohio,Democrat,"STRICKLAND, TED Democrat Ohio Senate","STRICKLAND, TED Democrat Ohio Senate 2021"
